first_name,last_name,title,from_date,emp_no
Kerhong,Engelmann,Senior Staff,1991-04-10,37600
Kasturi,Linnainmaa,Senior Engineer,1990-07-16,37608
Etsuo,Sridhar,Senior Engineer,1986-08-05,37612
Joydip,Tagansky,Senior Staff,1995-04-04,37617
Xuedong,DuCasse,Senior Staff,1996-12-12,37619
Xinyu,Morton,Senior Staff,1993-03-29,37620
Jianhua,Bahi,Technique Leader,1988-07-02,37624
Jasminko,Ladret,Senior Staff,1992-08-21,37627
Barun,Sooriamurthi,Senior Engineer,1998-12-18,37635
Martina,Zweizig,Senior Staff,2000-01-27,37644
Rosalyn,Baalen,Senior Engineer,1994-10-26,37647
Sreenivas,Luef,Staff,1998-07-14,37648
Florina,Armand,Senior Engineer,1986-10-04,37659
Xiadong,Schurmann,Senior Staff,1990-10-22,37662
Dines,Sundgren,Senior Engineer,2002-07-31,37664
Shin,Gronowski,Assistant Engineer,1998-01-23,37672
Vitali,Sinitsyn,Senior Staff,2000-05-24,37674
Chikara,Marshall,Senior Engineer,1994-09-17,37675
Aris,Takkinen,Staff,1997-11-14,37712
Gill,Hutton,Assistant Engineer,1998-02-16,37716
Arunachalam,Lichtman,Senior Staff,1996-03-27,37717
True,Samarati,Senior Engineer,1996-06-14,37720
Owen,Gronowski,Senior Staff,1997-01-16,37724
Magy,Larfeldt,Senior Engineer,1993-02-23,37735
Sivanarayana,Kriebel,Engineer,1998-05-22,37745
Jacopo,DuBourdieux,Senior Staff,2002-02-06,37751
Taizo,Carrere,Senior Engineer,1992-11-02,37768
Gaurav,Vidal,Senior Engineer,1991-05-03,37777
Idoia,Barriga,Senior Staff,1991-08-03,37782
Mara,Besselaar,Engineer,1986-09-17,37786
Ebbe,Schaaf,Senior Engineer,1993-12-05,37791
Shem,Esteva,Technique Leader,1985-07-01,37792
Ranga,Hanabata,Engineer,1987-09-03,37795
Apostol,Douceur,Senior Engineer,1998-03-04,37807
Paddy,Kamble,Senior Staff,1993-02-02,37813
Adel,Salvesen,Senior Staff,1995-09-12,37814
Gou,Huhdanpaa,Technique Leader,1986-10-21,37822
Aram,Morton,Senior Staff,1997-02-19,37824
Jaber,Choobineh,Senior Engineer,1994-12-06,37832
Vidar,Georg,Technique Leader,1991-12-24,37840
Jayesh,Maginnis,Senior Staff,1988-03-04,37849
Bikash,Underwood,Senior Engineer,1996-12-04,37850
Lidong,Vecchi,Senior Engineer,1993-05-12,37851
Christophe,Lunt,Senior Engineer,1993-09-04,37852
Yinlin,Loncour,Senior Staff,1986-03-19,37855
Barun,Masaki,Senior Staff,1991-04-29,37862
Mong,Swan,Senior Engineer,1994-12-21,37863
Inderjeet,Chinin,Senior Engineer,1995-08-22,37864
Bernice,Reghbati,Engineer,1996-02-27,37871
Sedat,Falster,Senior Staff,1990-02-05,37881
Alexius,Mellouli,Staff,1997-12-12,37882
Limsoon,Molberg,Senior Engineer,1997-05-09,37887
Sumali,Munro,Senior Engineer,1985-05-16,37891
Kristinn,Hebert,Engineer,1997-06-12,37896
Xiahua,Birke,Senior Staff,1993-07-19,37898
Maia,Thummel,Senior Staff,1992-05-10,37900
Mohua,Mersereau,Engineer,1986-08-03,37908
Kwangyoen,Danley,Engineer,1999-10-01,37910
Yinlin,Rosch,Technique Leader,1987-11-13,37914
Xiahua,Pero,Senior Staff,1987-08-09,37937
Jayson,Zykh,Senior Staff,1995-07-25,37948
Cathie,Woycyznski,Senior Staff,1993-02-07,37970
Garnet,Onuegbe,Senior Engineer,1994-07-17,37975
Nahid,Scallan,Senior Staff,1990-05-31,37977
Takahiro,Waleschkowski,Senior Engineer,1994-04-16,37991
Akemi,Maliniak,Senior Staff,1986-02-28,37997
Niclas,Shumilov,Senior Staff,1991-09-08,37999
Jongsuk,Fadgyas,Staff,1988-06-17,38011
Nigel,Scallan,Senior Staff,1996-07-19,38014
Sorina,Basart,Senior Staff,1999-12-13,38015
Charlene,Yoshimura,Senior Staff,1991-12-22,38019
Georg,Angot,Senior Engineer,1988-06-05,38037
Nadjib,Velardi,Senior Staff,2000-04-19,38057
Kiyotoshi,Flowers,Staff,1995-12-27,38076
Evgueni,Farrel,Engineer,1996-01-28,38083
Horward,Zongker,Senior Engineer,1996-02-26,38084
Leen,Lukaszewicz,Senior Engineer,1985-05-08,38114
Stevo,Hiraishi,Senior Staff,1996-02-06,38117
Kien,Cummings,Senior Staff,1996-08-23,38123
Udo,Gajiwala,Technique Leader,1986-02-15,38128
Dmitry,Oaver,Engineer,1989-03-21,38139
Nobuyoshi,Munos,Senior Staff,1991-09-01,38145
Paddy,Plavsic,Senior Staff,1993-04-29,38146
Akeel,Honglei,Senior Staff,1995-09-26,38156
Hideo,Soicher,Senior Staff,1992-05-27,38157
Ashish,McAffer,Engineer,1992-11-28,38159
Huei,Suomi,Senior Staff,1991-12-29,38191
Munehiko,Khamsi,Senior Engineer,1998-11-11,38196
Jianwen,Azadmanesh,Senior Staff,1985-10-20,38204
Shigeu,Ciolek,Senior Staff,1998-04-03,38207
Franziska,Colorni,Senior Engineer,1992-06-16,38211
Theron,Pleszkun,Staff,1993-12-18,38219
Maya,Terkki,Staff,1997-03-23,38220
Manu,Rodiger,Senior Engineer,1995-06-03,38226
Herbert,Barreiro,Technique Leader,1996-10-26,38243
Phillip,Madeira,Senior Staff,1993-09-11,38244
Tadahiro,Benzaken,Senior Staff,1992-06-04,38252
Teruyuki,Lukaszewicz,Staff,1993-11-30,38253
Gila,Conte,Senior Engineer,1997-04-17,38266
Abdelghani,Armand,Senior Engineer,2002-03-25,38267
Maris,Imataki,Senior Engineer,1989-06-17,38268
Shawna,Vendrig,Senior Engineer,1994-10-16,38269
Nirmal,Hiyoshi,Senior Engineer,1993-03-20,38270
Marsha,Farrar,Senior Staff,1992-05-24,38279
Sigeru,Weiland,Engineer,1997-02-24,38283
Tomoyuki,Bauknecht,Senior Engineer,1999-07-26,38305
Marlo,Jording,Senior Staff,1987-07-23,38307
Shaibal,Papadias,Senior Staff,1985-07-28,38309
Gal,Markovitch,Senior Engineer,1995-07-25,38317
Fox,Rabejac,Senior Engineer,1995-06-22,38320
Kiyotoshi,Keirsey,Senior Engineer,1996-02-23,38323
Richard,Muhlberg,Senior Staff,1991-08-24,38328
Chiranjit,Rosiles,Engineer,2000-07-12,38333
Masaru,Malabarba,Technique Leader,1987-11-14,38335
Chaoyi,Basart,Senior Staff,1985-02-03,38336
Tzu,Woycyznski,Senior Staff,1998-12-29,38347
Serap,Klyachko,Senior Engineer,1991-06-04,38354
Huei,Chinin,Senior Staff,1992-11-11,38359
Arnd,Nishimukai,Senior Staff,2000-08-09,38388
Jaber,Ponthieu,Engineer,1998-06-22,38400
Masanao,Ferretti,Senior Staff,2000-06-17,38431
Sreekrishna,Harllee,Senior Engineer,1993-10-27,38432
Marco,Baalen,Engineer,1997-12-28,38442
Gladys,Ruemmler,Engineer,1999-06-26,38447
Rafael,Perfilyeva,Senior Staff,1992-08-28,38453
Khoa,Kusakabe,Senior Staff,1991-12-06,38461
Leucio,Janocha,Senior Staff,1994-12-17,38463
Masadi,Winter,Senior Staff,1993-06-04,38472
Lena,Onuegbe,Senior Engineer,2000-01-25,38473
Hsiangchu,Wrigley,Senior Staff,1993-06-09,38474
Godehard,Neimat,Engineer,1999-08-13,38476
Yuriy,Zaccaria,Senior Engineer,1996-12-27,38480
Kiyomitsu,Kavanagh,Senior Engineer,1992-07-05,38485
Anyuan,Hiltgen,Senior Staff,1985-12-06,38497
Serge,Chimia,Staff,1989-12-21,38500
Ult,Farrow,Technique Leader,1994-02-05,38517
Sangeeta,Angelopoulos,Engineer,1998-09-10,38551
Yolla,Quittner,Senior Staff,1994-04-16,38552
Dinkar,Bage,Senior Staff,1994-07-26,38553
Vasilis,Terlouw,Technique Leader,1998-09-10,38555
Navin,Begiun,Technique Leader,1985-03-05,38566
Lobel,Ducloy,Senior Staff,1996-05-20,38570
Shan,Gornas,Senior Engineer,1988-06-01,38581
Rafael,Showalter,Staff,1990-06-12,38602
Florian,Journel,Senior Engineer,1998-02-25,38608
Houman,Ibel,Senior Staff,2001-10-13,38618
Teiji,Trumbly,Staff,1987-05-02,38677
Zvonko,Bael,Technique Leader,1988-09-08,38679
Gudjon,Strandh,Engineer,1991-06-16,38694
Keiichiro,Leppanen,Senior Staff,1992-08-31,38696
Hercules,Warwick,Senior Engineer,1986-05-30,38697
Deniz,Figueira,Technique Leader,1987-02-15,38700
Kristian,Irland,Senior Engineer,1995-07-10,38701
Constantine,Hitomi,Senior Staff,1995-11-12,38707
Jianhua,Dayana,Engineer,1999-03-18,38715
Toshimo,Perin,Engineer,1996-11-19,38716
Boaz,Honiden,Staff,1990-02-24,38717
Kwan,Khalil,Senior Engineer,1996-06-29,38720
Noritoshi,Crooks,Senior Staff,2002-01-07,38722
Michaela,Matzat,Staff,1997-01-26,38740
Kenton,Guerreiro,Staff,1995-08-12,38747
Tristan,Schwartzbauer,Senior Staff,1994-08-21,38760
Feiyu,England,Senior Engineer,1993-11-04,38761
Urs,Chelton,Senior Staff,1995-09-22,38774
Foong,Erol,Senior Staff,1995-04-06,38776
Bingning,Meszaros,Senior Engineer,1995-03-21,38791
Pohua,Roccetti,Senior Staff,1993-01-02,38810
Ebbe,Staylopatis,Senior Staff,2000-09-17,38815
Shounak,Rindone,Senior Engineer,1985-04-02,38824
Candida,Xiaoshan,Engineer,1988-12-18,38838
Leaf,Lunn,Senior Engineer,1990-10-27,38840
Alper,Mukaidono,Senior Engineer,1985-07-19,38842
Marsal,Merle,Senior Staff,1997-01-31,38844
Ugo,Waterhouse,Senior Engineer,1994-01-31,38847
Deborah,Stassinopoulos,Senior Engineer,1992-04-14,38851
Niranjan,Lorys,Senior Staff,1996-09-02,38852
Chikako,Qiwen,Senior Staff,1985-06-12,38876
Hauke,Champarnaud,Senior Staff,1986-10-09,38878
Tsz,Morton,Senior Engineer,1996-06-12,38879
Arne,Dratva,Senior Staff,1999-05-15,38884
Divine,Hanratty,Senior Staff,1993-04-05,38915
Hein,Kroll,Senior Engineer,1993-11-14,38916
Weiru,Papsdorf,Senior Staff,1990-07-05,38921
Xiaobin,Sewelson,Senior Staff,2002-03-14,38922
Yurij,Turnbull,Senior Engineer,1999-09-01,38941
Danco,Xiaoshan,Senior Staff,1995-05-30,38942
Terresa,Rijckaert,Senior Staff,1988-10-29,38951
Gal,Aseltine,Staff,2000-01-10,38993
Lijia,Gecsei,Senior Engineer,1990-05-14,38995
Reuven,Luce,Senior Staff,1995-02-25,39011
Irena,Harllee,Senior Engineer,1996-03-18,39018
Yongmin,Etalle,Senior Engineer,1996-08-08,39026
Susumu,Kohling,Senior Engineer,1994-09-24,39035
Shem,Fabrizio,Senior Engineer,2001-06-17,39041
Kersti,Ferretti,Engineer,1995-01-08,39043
Angel,Dichev,Staff,1988-07-24,39047
Valery,Lanphier,Staff,2000-01-20,39048
Tran,Madeira,Staff,1991-07-03,39051
Remko,Varman,Senior Engineer,1994-08-16,39055
Ortrun,Encarnacion,Senior Engineer,1985-02-12,39082
Marin,Luders,Senior Engineer,1997-04-02,39087
Vojin,Butterworth,Engineer,1996-07-25,39092
Mokhtar,Riefers,Staff,1988-10-30,39100
Janche,Aumann,Senior Engineer,1996-10-21,39113
Tristan,Klyachko,Senior Engineer,1994-07-31,39119
Uta,Massonet,Senior Staff,1997-10-21,39132
Reinhard,Vidal,Engineer,1997-07-27,39134
Shai,Terkki,Senior Staff,1999-03-01,39140
Flemming,Salverda,Senior Staff,1994-09-18,39143
Stamatina,Erbe,Senior Staff,1995-07-07,39151
Yoshimitsu,Masamoto,Senior Engineer,1997-09-02,39155
Gift,Pileggi,Senior Staff,1985-03-09,39156
Dante,Jenevein,Senior Engineer,1992-07-31,39166
Golgen,Atrawala,Senior Staff,1987-11-18,39186
Apostol,Bresenham,Senior Engineer,1995-10-04,39188
Flemming,Servieres,Senior Staff,1996-06-18,39191
Arun,Imataki,Technique Leader,1986-07-15,39194
Gritta,Stiles,Senior Engineer,1990-04-01,39207
Dinah,Showalter,Senior Engineer,1993-05-04,39220
Moss,Chenney,Engineer,1996-02-22,39224
Samphel,Parfitt,Senior Engineer,1997-11-17,39226
Filipp,Munch,Staff,1993-10-26,39235
Faiza,Nivat,Staff,1991-10-26,39236
Sugwoo,Fabrizio,Senior Engineer,1995-12-12,39237
Karsten,Benner,Senior Engineer,1987-10-27,39239
Arco,Heiserman,Staff,1999-06-17,39243
Karoline,Vecchi,Senior Engineer,1994-08-03,39262
Valeri,Naudin,Senior Engineer,1992-04-21,39267
Alejandro,Busillo,Senior Staff,1991-04-07,39276
Behnaam,Caine,Senior Staff,1993-04-12,39289
Aram,Plesums,Senior Engineer,1991-09-29,39304
Katsuo,Ossenbruggen,Technique Leader,1998-05-08,39320
Arie,Wilfing,Senior Engineer,1995-08-12,39321
Zita,Ratnaker,Senior Engineer,2002-04-08,39323
Shaowen,Miake,Senior Engineer,1986-04-30,39337
Gio,Cummings,Senior Engineer,1997-09-18,39361
Yuqun,Baar,Senior Engineer,1993-02-27,39366
Rafael,Zambonelli,Senior Staff,1993-07-24,39373
Yagil,Schurmann,Senior Staff,1993-05-16,39375
Toong,Millington,Senior Engineer,2002-05-24,39405
Giordano,Giaccio,Technique Leader,1996-08-01,39406
Zhilian,Leslie,Senior Engineer,1999-11-09,39409
Deniz,Hashii,Engineer,1997-07-24,39425
Bluma,Tanemo,Senior Engineer,1995-05-25,39426
Weidon,Ratnaker,Senior Staff,1992-01-04,39443
Huican,Majewski,Senior Staff,2001-06-01,39444
Jinpo,Kroha,Engineer,1998-09-14,39447
Basil,Luit,Senior Engineer,1991-09-29,39462
Zorica,Kilgore,Senior Staff,1998-06-21,39474
Mokhtar,Ratnakar,Senior Engineer,1999-12-28,39481
Jaana,Baalen,Senior Engineer,1996-08-31,39501
Hatsukazu,Lubachevsky,Senior Engineer,1997-04-29,39506
Niclas,Snedden,Engineer,1993-12-15,39523
Sadok,Rouquie,Senior Engineer,1987-04-23,39526
Urs,Pettit,Engineer,1999-09-29,39533
Venkatesan,Trystram,Senior Engineer,1995-07-30,39534
Irena,Hoppenstand,Senior Engineer,1999-12-23,39587
Vishv,Ramras,Senior Engineer,1998-03-19,39595
Shugo,Pelc,Senior Staff,1997-03-25,39603
Leni,Ibel,Technique Leader,1988-03-02,39608
Marjo,Bael,Engineer,1986-11-09,39616
Jiafu,Simmel,Senior Staff,1985-12-10,39631
Muzhong,Deville,Senior Staff,1996-11-12,39636
Aamer,Massonet,Engineer,1996-11-26,39647
Gad,Lanphier,Senior Staff,1997-04-11,39648
Kitty,Keirsey,Senior Engineer,1994-05-22,39652
Annemarie,Nannarelli,Senior Staff,1995-02-07,39656
Cullen,Flexer,Engineer,1995-11-02,39658
Honglan,Birrer,Staff,1989-06-02,39662
JoAnna,Atrawala,Engineer,1998-04-04,39674
Kokou,Dratva,Senior Staff,1995-08-09,39684
Ziya,Parveen,Staff,1997-09-03,39689
Billur,Preusig,Senior Staff,1995-05-06,39695
Kinh,Vidal,Senior Engineer,1992-11-12,39705
Chirstian,Muchinsky,Senior Staff,1995-10-30,39712
Yagil,Unno,Staff,1997-02-04,39719
Fan,Awdeh,Senior Engineer,1993-06-21,39729
Shirish,Mattern,Senior Engineer,1990-04-17,39730
Morris,Ashish,Engineer,1998-01-28,39735
Arvin,Gerteisen,Engineer,1994-10-19,39738
Leucio,Piazza,Senior Engineer,2000-09-06,39743
Pohua,Montresor,Senior Engineer,1996-03-25,39747
Dmitri,Litecky,Senior Staff,1994-03-15,39756
Faiza,Varker,Senior Staff,1988-05-01,39759
Alain,Gyorkos,Technique Leader,1989-06-05,39780
Venkatesan,Ossenbruggen,Senior Staff,1986-11-04,39784
Shuzo,Rosenbaum,Senior Staff,2000-05-27,39806
Tayeb,Varley,Engineer,1987-03-30,39808
Marit,Peres,Assistant Engineer,1994-09-18,39812
Willard,Range,Senior Engineer,1988-02-14,39820
Percy,Schwartzbauer,Senior Staff,2000-07-13,39821
Arco,Asser,Senior Engineer,1996-06-04,39844
Shawna,Riesenhuber,Senior Staff,1997-04-08,39846
Willard,Guenter,Senior Staff,1991-09-10,39852
Sanjay,McClurg,Senior Engineer,2001-11-20,39854
Mingsen,Covnot,Senior Engineer,1991-02-03,39859
Adas,Tomescu,Senior Engineer,1991-04-18,39868
Kankanahalli,Joslin,Senior Engineer,1998-02-28,39873
Jaideep,Magliocco,Staff,1999-01-24,39875
Quingbo,Llado,Senior Engineer,1993-03-30,39876
Turgut,Karunanithi,Senior Staff,1995-11-13,39880
Moriyoshi,Luan,Senior Engineer,2002-06-06,39883
Pranav,Menhoudj,Senior Staff,1987-03-11,39889
Sanjai,Valiente,Senior Staff,1986-12-07,39890
Adas,Schach,Technique Leader,1996-07-14,39900
Nectarios,Ozeki,Senior Staff,1994-06-29,39909
Guoxiang,Besselaar,Senior Engineer,2001-07-26,39917
Kitty,Paludetto,Senior Staff,1997-11-28,39930
Deborah,Bennet,Staff,1998-09-06,39933
Kazuhisa,Hiraishi,Senior Engineer,1993-09-22,39940
Gino,Tanemo,Technique Leader,1986-02-16,39941
Ziya,Schlegelmilch,Senior Engineer,1993-11-18,39949
Rildo,Baek,Staff,1985-04-16,39954
Utpal,Beidas,Senior Staff,1994-05-29,39966
Mark,Conia,Senior Staff,1995-07-11,39969
Sachar,Sgarro,Senior Staff,1993-09-10,39970
Odoardo,Antonisse,Senior Staff,1998-10-20,39971
Serenella,Cardazo,Senior Staff,1991-02-10,39979
Renee,Biran,Senior Staff,1995-09-29,39981
Sergi,Perez,Senior Engineer,1999-05-14,39985
Anoosh,Spelt,Technique Leader,1986-03-01,39988
Jingling,Katalagarianos,Senior Engineer,1992-07-12,39990
Mohit,Gadepally,Senior Staff,1995-10-05,39992
Marko,Deverell,Senior Engineer,1988-12-04,39995
Nishit,Asser,Technique Leader,1992-08-21,40000
Anneke,Stiles,Senior Engineer,1986-03-05,40004
Yucai,Nittel,Senior Staff,1986-07-03,40008
Mingdong,Ferriere,Senior Engineer,1993-11-18,40010
Kazuyasu,Stafford,Engineer,1985-09-24,40011
Yongmao,Beidas,Senior Engineer,1995-09-06,40018
Parto,Delgrande,Engineer,1999-08-02,40021
Ortrun,Asmuth,Senior Engineer,1993-07-14,40023
Insup,Isard,Technique Leader,1988-05-25,40025
Wuxu,Hofman,Technique Leader,1988-11-13,40028
Aruna,Braccini,Senior Staff,1996-05-22,40029
Anyuan,Kleiser,Senior Staff,1994-01-23,40035
Hairong,Czap,Senior Staff,1994-11-03,40045
Ghassan,Kalloufi,Senior Staff,1995-11-06,40057
Morrie,Cmelik,Senior Engineer,1992-07-30,40072
Zdislav,Mukaidono,Senior Staff,1993-10-14,40106
Rosine,Wissmann,Senior Staff,1999-10-18,40113
Fen,Uludag,Engineer,1999-10-26,40118
Rildo,Farrow,Senior Engineer,1992-06-17,40119
Kauko,Callaway,Senior Staff,1997-09-07,40127
Moti,Asser,Senior Engineer,1987-03-08,40131
Caolyn,Brlek,Technique Leader,1994-12-05,40134
Padma,Gaughan,Senior Staff,1985-02-17,40147
Dhritiman,Cooman,Senior Staff,1999-08-21,40156
Premsyl,Guardalben,Senior Engineer,1998-03-21,40161
Miquel,Frezza,Senior Staff,1994-07-13,40168
Remco,Isaac,Senior Staff,1997-06-07,40169
Miyeon,Garnick,Senior Engineer,1994-11-18,40185
Mansur,Serot,Staff,1997-01-24,40188
Genevieve,Provine,Senior Engineer,1992-07-01,40205
Padma,Shokrollahi,Senior Staff,1993-10-30,40217
Shakhar,Schieder,Senior Staff,1994-09-28,40225
Hyuncheol,Benantar,Senior Staff,2000-02-14,40226
Junsik,Chorvat,Senior Engineer,1992-04-01,40232
Saniya,Janetzko,Senior Engineer,1997-09-20,40244
Yucai,Bael,Senior Staff,1994-09-18,40245
Jamaludin,Birta,Engineer,1998-11-25,40250
Mana,Hartvigsen,Senior Staff,1994-11-08,40259
Taizo,Gonthier,Technique Leader,1985-07-25,40272
Turgut,Staylopatis,Senior Engineer,1992-07-28,40313
Shin,Vingron,Senior Engineer,1995-08-31,40318
Hinrich,Ouhyoung,Senior Engineer,2000-12-29,40321
Vincent,Gist,Senior Staff,1990-05-07,40325
Dinkar,Zobel,Senior Staff,1987-07-17,40327
Harjit,Miyakawa,Senior Engineer,1993-08-22,40360
Limsoon,Harllee,Senior Staff,1995-02-02,40364
Diederik,Mateescu,Senior Staff,1988-09-26,40373
Xinan,Irland,Senior Staff,1994-07-05,40384
Mong,Kobuchi,Staff,1997-11-15,40389
Tadahiko,Barriga,Senior Staff,1990-09-03,40391
Qunsheng,Genther,Senior Engineer,1993-08-19,40392
Radhia,Szilard,Senior Staff,1995-05-17,40398
Jaroslava,Peha,Senior Engineer,1993-08-15,40409
Gian,Sundgren,Staff,1988-04-01,40417
Gita,Ligten,Senior Staff,1995-05-30,40423
Niteen,Ghazalie,Technique Leader,1986-01-28,40424
Aloke,Merks,Engineer,1994-12-09,40427
Rosalie,Veldwijk,Senior Staff,1996-03-20,40428
Leucio,Linnainmaa,Senior Staff,1994-07-20,40432
Shan,Kakkad,Engineer,1999-05-01,40450
Weidon,Rubsam,Staff,1986-10-19,40455
Rafail,Tokunaga,Senior Engineer,1997-10-16,40463
Yakichi,Brender,Engineer,1995-08-05,40464
Khoa,Brendel,Senior Engineer,1995-02-24,40465
Shir,Straney,Engineer,1996-12-25,40471
Bodo,Duclos,Senior Staff,1996-10-16,40474
Aria,Chiodo,Senior Engineer,1999-03-09,40484
Leen,Kopetz,Engineer,1997-10-03,40486
Valery,Gulik,Senior Engineer,1999-07-02,40487
Yongmao,Bugrara,Assistant Engineer,1996-10-02,40489
Yishay,Peris,Engineer,1988-08-15,40493
Elliott,Lung,Technique Leader,1993-09-10,40494
Anyuan,Birke,Senior Staff,1985-05-26,40508
Radhia,Alencar,Senior Staff,1994-03-01,40511
Kwangjo,Melton,Senior Staff,1998-12-12,40512
Magdalena,Dengi,Technique Leader,1995-04-29,40515
Hironoby,Mattern,Senior Engineer,1993-12-28,40517
Danny,Gajiwala,Engineer,1999-10-16,40520
Krisda,Kinley,Senior Staff,1992-02-29,40522
Yannik,Litvinov,Senior Engineer,1997-04-24,40528
Etsuo,Kalefeld,Staff,1997-05-29,40531
Kiyotoshi,Aingworth,Senior Engineer,1992-12-18,40533
Chikako,Merey,Senior Engineer,1986-12-21,40543
Lillian,Terkki,Engineer,1996-10-04,40551
Yahiko,Manders,Senior Staff,1985-12-10,40555
Murthy,Baaz,Senior Engineer,1997-03-30,40556
Hongzhu,Munos,Engineer,2000-01-31,40563
Susumu,Ratnakar,Senior Engineer,1999-04-01,40574
Mack,Jiang,Engineer,1988-08-05,40581
Xiping,Genin,Technique Leader,1988-04-30,40587
Yucai,Gniady,Senior Staff,1990-07-09,40592
Fumiyo,Limongiello,Senior Engineer,1991-07-11,40597
Arch,Bazzichi,Staff,1994-08-18,40600
Jacopo,Karner,Senior Engineer,1998-12-28,40615
Lubomir,Ulupinar,Engineer,1985-06-04,40622
Frazer,Alameldin,Senior Staff,1995-07-18,40631
Goo,Schnabel,Staff,1988-06-18,40639
Eishiro,Papadias,Staff,1997-07-31,40641
Mitsuyuki,Basagni,Technique Leader,1995-02-22,40647
Piyush,Erbe,Senior Engineer,1994-04-04,40660
Heon,Makinen,Senior Engineer,1994-08-31,40668
Yinlin,Pfau,Senior Engineer,1994-04-02,40672
Shawna,Bugrara,Senior Staff,1999-04-03,40685
Leni,Tomescu,Senior Staff,1992-12-12,40690
Torsten,Siprelle,Senior Engineer,1985-07-12,40696
Lijie,Covnot,Senior Staff,1995-07-05,40714
Heejo,Pepe,Senior Staff,1988-03-31,40728
Kazuhiko,Itzfeldt,Senior Staff,1995-09-10,40739
Munehiro,Yetto,Senior Staff,1992-01-30,40760
Tze,Tanemo,Staff,1996-05-06,40762
Shuky,Senzako,Senior Staff,1995-09-21,40764
Seongbin,Covnot,Senior Staff,1993-11-16,40769
Jiang,Nitta,Senior Staff,1985-09-26,40770
Jeong,Birdsall,Senior Staff,1996-04-26,40777
Itzchak,Begiun,Senior Engineer,1987-11-18,40779
Mitchel,Bodoff,Senior Engineer,1993-09-17,40782
Gretta,Whittlesey,Senior Engineer,1987-01-04,40786
Stabislas,Awdeh,Staff,1993-02-14,40799
Baocai,Ecklund,Senior Engineer,1993-03-02,40802
Jingling,Baak,Senior Staff,1991-04-05,40810
Heather,Lunn,Staff,1991-02-22,40814
Bouchung,Servieres,Senior Staff,1998-06-14,40815
Rosli,Munoz,Staff,1996-04-13,40822
Serap,Kleiser,Senior Engineer,1996-03-15,40824
Jianhui,Mitzlaff,Senior Staff,1994-04-30,40829
Elzbieta,Fritzsche,Senior Engineer,1996-12-16,40834
Prodip,Otillio,Senior Staff,1988-04-29,40839
Masako,Lindqvist,Senior Staff,1999-09-24,40841
Terresa,Guardalben,Assistant Engineer,1996-12-11,40853
Gaurav,Schaar,Senior Staff,1994-03-12,40856
Limsoon,Malabarba,Senior Staff,2000-07-27,40868
Flemming,Snedden,Senior Engineer,1986-06-28,40869
Qunsheng,Cunliffe,Senior Engineer,1996-08-25,40872
Hatem,Acton,Senior Engineer,1996-10-25,40881
Jinya,Kaltofen,Senior Staff,1995-03-15,40891
Fumiko,Willoner,Technique Leader,1987-08-17,40904
Jaana,Rando,Senior Engineer,1993-04-05,40907
Tamiya,Chimia,Senior Staff,1998-03-15,40910
Kolar,DuBourdieux,Senior Staff,1993-05-24,40932
Fumitake,Mahmud,Engineer,1996-03-13,40946
Elvia,Sinicrope,Staff,1998-09-14,40977
Zeljko,Sidou,Senior Engineer,1999-06-15,40987
Ranan,Nations,Senior Engineer,1994-08-15,40997
Kensei,Flowers,Senior Engineer,1986-01-09,41001
Shirish,Asrin,Senior Engineer,1997-07-02,41013
Menkae,Bahi,Engineer,1999-11-08,41029
Subhankar,Bala,Senior Engineer,1991-10-08,41039
Arvin,Borstler,Senior Engineer,1996-08-29,41046
Leen,Siochi,Senior Staff,1992-02-01,41074
Maik,Garigliano,Staff,1988-04-30,41076
Amalendu,Walston,Senior Staff,1987-04-30,41077
Faiza,Mikschl,Senior Engineer,1986-01-21,41081
Munehiko,Manders,Senior Engineer,1991-08-23,41110
Mihalis,Azadmanesh,Technique Leader,1987-11-21,41116
Tsuneo,Sankaranarayanan,Engineer,1988-12-23,41121
Guenter,Hoppenstand,Senior Staff,1993-11-14,41122
Tonny,Bail,Senior Staff,1991-05-18,41140
Abdelaziz,Chimia,Senior Engineer,1992-08-14,41147
Alain,Wiegley,Senior Engineer,1997-11-26,41149
Yurii,Monarch,Engineer,1988-05-10,41150
Jeanne,Valiente,Engineer,1994-04-20,41157
Maren,Aseltine,Senior Engineer,2002-03-29,41173
Masamitsu,Vecchi,Staff,1997-09-07,41179
